DATE,M2,Change,% Change,Annualised change
1/14/2008,7459.6,-4.8,-0.064%,-3.344%
1/21/2008,7491.2,31.6,0.424%,22.028%
1/28/2008,7525.5,34.3,0.458%,23.809%
2/4/2008,7554,28.5,0.379%,19.693%
2/11/2008,7563,9,0.119%,6.195%
2/18/2008,7565.3,2.3,0.030%,1.581%
2/25/2008,7596.9,31.6,0.418%,21.720%
3/3/2008,7606.9,10,0.132%,6.845%
3/10/2008,7619.8,12.9,0.170%,8.818%
3/17/2008,7644.7,24.9,0.327%,16.993%
3/24/2008,7659.7,15,0.196%,10.203%
3/31/2008,7661,1.3,0.017%,0.883%
4/7/2008,7679.9,18.9,0.247%,12.829%
4/14/2008,7681.9,2,0.026%,1.354%
4/21/2008,7706.7,24.8,0.323%,16.788%
4/28/2008,7675.6,-31.1,-0.404%,-20.984%
5/5/2008,7673.9,-1.7,-0.022%,-1.152%
5/12/2008,7687.7,13.8,0.180%,9.351%
5/19/2008,7694.6,6.9,0.090%,4.667%
5/26/2008,7715,20.4,0.265%,13.786%
6/2/2008,7711.9,-3.1,-0.040%,-2.089%
6/9/2008,7709.6,-2.3,-0.030%,-1.551%
6/16/2008,7711.9,2.3,0.030%,1.551%
6/23/2008,7721.2,9.3,0.121%,6.271%
6/30/2008,7716.6,-4.6,-0.060%,-3.098%
7/7/2008,7738.4,21.8,0.283%,14.690%
7/14/2008,7749.4,11,0.142%,7.392%
7/21/2008,7776,26.6,0.343%,17.849%
7/28/2008,7773.8,-2.2,-0.028%,-1.471%
8/4/2008,7775.7,1.9,0.024%,1.271%
8/11/2008,7781.6,5.9,0.076%,3.946%
8/18/2008,7771.7,-9.9,-0.127%,-6.616%
8/25/2008,7778.6,6.9,0.089%,4.617%
9/1/2008,7771.6,-7,-0.090%,-4.680%
9/8/2008,7752.5,-19.1,-0.246%,-12.780%
9/15/2008,7768.3,15.8,0.204%,10.598%
9/22/2008,7929,160.7,2.069%,107.571%
9/29/2008,7936.1,7.1,0.090%,4.656%
10/6/2008,7905,-31.1,-0.392%,-20.378%
10/13/2008,7947.6,42.6,0.539%,28.023%
10/20/2008,7991.2,43.6,0.549%,28.527%
10/27/2008,7963.6,-27.6,-0.345%,-17.960%
11/3/2008,7956.5,-7.1,-0.089%,-4.636%
11/10/2008,7970.2,13.7,0.172%,8.954%
11/17/2008,7988.3,18.1,0.227%,11.809%
11/24/2008,8017.1,28.8,0.361%,18.747%
12/1/2008,8073.5,56.4,0.703%,36.582%
12/8/2008,8130.8,57.3,0.710%,36.906%
12/15/2008,8171.7,40.9,0.503%,26.157%
12/22/2008,8201.1,29.4,0.360%,18.708%
12/29/2008,8216.5,15.4,0.188%,9.765%
1/5/2009,8248.5,32,0.389%,20.252%
1/12/2009,8243.9,-4.6,-0.056%,-2.900%
1/19/2009,8257.5,13.6,0.165%,8.578%
1/26/2009,8283,25.5,0.309%,16.058%
2/2/2009,8280.1,-2.9,-0.035%,-1.821%
2/9/2009,8283.6,3.5,0.042%,2.198%
2/16/2009,8288.2,4.6,0.056%,2.888%
2/23/2009,8291,2.8,0.034%,1.757%
3/2/2009,8313.2,22.2,0.268%,13.924%
3/9/2009,8350,36.8,0.443%,23.019%
3/16/2009,8384.2,34.2,0.410%,21.298%
3/23/2009,8372.1,-12.1,-0.144%,-7.505%
3/30/2009,8339.6,-32.5,-0.388%,-20.186%
4/6/2009,8340.8,1.2,0.014%,0.748%
4/13/2009,8350.2,9.4,0.113%,5.860%
4/20/2009,8362.5,12.3,0.147%,7.660%
4/27/2009,8370.2,7.7,0.092%,4.788%
5/4/2009,8398.8,28.6,0.342%,17.768%
5/11/2009,8413.5,14.7,0.175%,9.101%
5/18/2009,8414.7,1.2,0.014%,0.742%
5/25/2009,8428.2,13.5,0.160%,8.343%
6/1/2009,8429.1,0.9,0.011%,0.555%
6/8/2009,8439.3,10.2,0.121%,6.292%
6/15/2009,8439,-0.3,-0.004%,-0.185%
6/22/2009,8430.4,-8.6,-0.102%,-5.299%
6/29/2009,8403.4,-27,-0.320%,-16.654%
7/6/2009,8419.3,15.9,0.189%,9.839%
7/13/2009,8422.5,3.2,0.038%,1.976%
7/20/2009,8434.7,12.2,0.145%,7.532%
7/27/2009,8450.5,15.8,0.187%,9.741%
8/3/2009,8434.7,-15.8,-0.187%,-9.723%
8/10/2009,8442.9,8.2,0.097%,5.055%
8/17/2009,8444.3,1.4,0.017%,0.862%
8/24/2009,8417.9,-26.4,-0.313%,-16.257%
8/31/2009,8422.5,4.6,0.055%,2.842%
9/7/2009,8423.8,1.3,0.015%,0.803%
9/14/2009,8436,12.2,0.145%,7.531%
9/21/2009,8434,-2,-0.024%,-1.233%
9/28/2009,8431.1,-2.9,-0.034%,-1.788%
10/5/2009,8435.1,4,0.047%,2.467%
10/12/2009,8448.8,13.7,0.162%,8.446%
10/19/2009,8464.1,15.3,0.181%,9.417%
10/26/2009,8470.7,6.6,0.078%,4.055%
11/2/2009,8469.3,-1.4,-0.017%,-0.859%
11/9/2009,8484.7,15.4,0.182%,9.455%
11/16/2009,8490.8,6.1,0.072%,3.738%
11/23/2009,8491.8,1,0.012%,0.612%
11/30/2009,8491.8,0,0.000%,0.000%
12/7/2009,8505.5,13.7,0.161%,8.389%
12/14/2009,8495.6,-9.9,-0.116%,-6.053%
12/21/2009,8482.4,-13.2,-0.155%,-8.079%
12/28/2009,8469.3,-13.1,-0.154%,-8.031%
1/4/2010,8438.7,-30.6,-0.361%,-18.788%
1/11/2010,8432,-6.7,-0.079%,-4.129%
1/18/2010,8435.6,3.6,0.043%,2.220%
1/25/2010,8454,18.4,0.218%,11.342%
2/1/2010,8468.4,14.4,0.170%,8.857%
2/8/2010,8474,5.6,0.066%,3.439%
2/15/2010,8508.5,34.5,0.407%,21.171%
2/22/2010,8507.7,-0.8,-0.009%,-0.489%
3/1/2010,8495.1,-12.6,-0.148%,-7.701%
3/8/2010,8486.1,-9,-0.106%,-5.509%
3/15/2010,8491.1,5,0.059%,3.064%
3/22/2010,8490.1,-1,-0.012%,-0.612%
3/29/2010,8497.6,7.5,0.088%,4.594%
4/5/2010,8507.9,10.3,0.121%,6.303%
4/12/2010,8515.1,7.2,0.085%,4.401%
4/19/2010,8509.3,-5.8,-0.068%,-3.542%
4/26/2010,8537,27.7,0.326%,16.927%
5/3/2010,8553.3,16.3,0.191%,9.929%
5/10/2010,8563.7,10.4,0.122%,6.323%
5/17/2010,8586.9,23.2,0.271%,14.087%
5/24/2010,8572.9,-14,-0.163%,-8.478%
5/31/2010,8596.6,23.7,0.276%,14.376%
6/7/2010,8596.3,-0.3,-0.003%,-0.181%
6/14/2010,8584.5,-11.8,-0.137%,-7.138%
6/21/2010,8606.3,21.8,0.254%,13.205%
6/28/2010,8605.8,-0.5,-0.006%,-0.302%
7/5/2010,8573.5,-32.3,-0.375%,-19.517%
7/12/2010,8595.5,22,0.257%,13.343%
7/19/2010,8602.1,6.6,0.077%,3.993%
7/26/2010,8623.6,21.5,0.250%,12.997%
8/2/2010,8635.4,11.8,0.137%,7.115%
8/9/2010,8648.5,13.1,0.152%,7.888%
8/16/2010,8656.2,7.7,0.089%,4.630%
8/23/2010,8656.8,0.6,0.007%,0.360%
8/30/2010,8668.3,11.5,0.133%,6.908%
9/6/2010,8673.5,5.2,0.060%,3.119%
9/13/2010,8683.7,10.2,0.118%,6.115%
9/20/2010,8683.2,-0.5,-0.006%,-0.299%
9/27/2010,8697.1,13.9,0.160%,8.324%
10/4/2010,8713.7,16.6,0.191%,9.925%
10/11/2010,8733.6,19.9,0.228%,11.876%
10/18/2010,8740,6.4,0.073%,3.811%
10/25/2010,8741.3,1.3,0.015%,0.773%
11/1/2010,8746.4,5.1,0.058%,3.034%
11/8/2010,8744.4,-2,-0.023%,-1.189%
11/15/2010,8749.7,5.3,0.061%,3.152%
11/22/2010,8761.1,11.4,0.130%,6.775%
11/29/2010,8774,12.9,0.147%,7.657%
12/6/2010,8771,-3,-0.034%,-1.778%
12/13/2010,8783.7,12.7,0.145%,7.529%
12/20/2010,8790.4,6.7,0.076%,3.966%
12/27/2010,8810.7,20.3,0.231%,12.009%
1/3/2011,8787.3,-23.4,-0.266%,-13.810%
1/10/2011,8809,21.7,0.247%,12.841%
1/17/2011,8853.2,44.2,0.502%,26.091%
1/24/2011,8820.7,-32.5,-0.367%,-19.089%
1/31/2011,8837.2,16.5,0.187%,9.727%
2/7/2011,8856.5,19.3,0.218%,11.357%
2/14/2011,8864.5,8,0.090%,4.697%
2/21/2011,8878.6,14.1,0.159%,8.271%
2/28/2011,8885.9,7.3,0.082%,4.275%
3/7/2011,8898.6,12.7,0.143%,7.432%
3/14/2011,8901.4,2.8,0.031%,1.636%
3/21/2011,8920.6,19.2,0.216%,11.216%
3/28/2011,8931.5,10.9,0.122%,6.354%
4/4/2011,8940.6,9.1,0.102%,5.298%
4/11/2011,8950.7,10.1,0.113%,5.874%
4/18/2011,8970.4,19.7,0.220%,11.445%
4/25/2011,9005.2,34.8,0.388%,20.173%
5/2/2011,9018.4,13.2,0.147%,7.622%
5/9/2011,9017,-1.4,-0.016%,-0.807%
5/16/2011,9026.9,9.9,0.110%,5.709%
5/23/2011,9029.3,2.4,0.027%,1.383%
5/30/2011,9044.4,15.1,0.167%,8.696%
6/6/2011,9046,1.6,0.018%,0.920%
6/13/2011,9061,15,0.166%,8.623%
6/20/2011,9103.9,42.9,0.473%,24.620%
6/27/2011,9183,79.1,0.869%,45.181%
7/4/2011,9229.6,46.6,0.507%,26.388%
7/11/2011,9240.5,10.9,0.118%,6.141%
7/18/2011,9266.9,26.4,0.286%,14.856%
7/25/2011,9307.4,40.5,0.437%,22.726%
8/1/2011,9453.9,146.5,1.574%,81.849%
8/8/2011,9480,26.1,0.276%,14.356%
8/15/2011,9509,29,0.306%,15.907%
8/22/2011,9537.3,28.3,0.298%,15.476%
8/29/2011,9537,-0.3,-0.003%,-0.164%
9/5/2011,9535.1,-1.9,-0.020%,-1.036%
9/12/2011,9529.8,-5.3,-0.056%,-2.890%
9/19/2011,9526,-3.8,-0.040%,-2.073%
9/26/2011,9553.4,27.4,0.288%,14.957%
10/3/2011,9563,9.6,0.100%,5.225%
10/10/2011,9570.7,7.7,0.081%,4.187%
10/17/2011,9579.6,8.9,0.093%,4.836%
10/24/2011,9560,-19.6,-0.205%,-10.639%
10/31/2011,9578.7,18.7,0.196%,10.172%
11/7/2011,9602.4,23.7,0.247%,12.866%
11/14/2011,9620.5,18.1,0.188%,9.802%
11/21/2011,9607.8,-12.7,-0.132%,-6.865%
11/28/2011,9614.9,7.1,0.074%,3.843%
12/5/2011,9625.4,10.5,0.109%,5.679%
12/12/2011,9646.8,21.4,0.222%,11.561%
12/19/2011,9638.6,-8.2,-0.085%,-4.420%
12/26/2011,9639.4,0.8,0.008%,0.432%
1/2/2012,9716.5,77.1,0.800%,41.592%
1/9/2012,9723.9,7.4,0.076%,3.960%
1/16/2012,9733.2,9.3,0.096%,4.973%
1/23/2012,9729,-4.2,-0.043%,-2.244%
1/30/2012,9736,7,0.072%,3.741%
2/6/2012,9751.5,15.5,0.159%,8.279%
2/13/2012,9772,20.5,0.210%,10.932%
2/20/2012,9778.1,6.1,0.062%,3.246%
2/27/2012,9779.7,1.6,0.016%,0.851%
3/5/2012,9801.2,21.5,0.220%,11.432%
3/12/2012,9810.9,9.7,0.099%,5.146%
3/19/2012,9805.4,-5.5,-0.056%,-2.915%
3/26/2012,9826.3,20.9,0.213%,11.084%
4/2/2012,9849.2,22.9,0.233%,12.118%
4/9/2012,9865.7,16.5,0.168%,8.711%
4/16/2012,9880.3,14.6,0.148%,7.695%
4/23/2012,9864,-16.3,-0.165%,-8.579%
4/30/2012,9885.1,21.1,0.214%,11.123%
5/7/2012,9899.4,14.3,0.145%,7.522%
5/14/2012,9897.2,-2.2,-0.022%,-1.156%
5/21/2012,9905.7,8.5,0.086%,4.466%
5/28/2012,9905.8,0.1,0.001%,0.052%
6/4/2012,9919.6,13.8,0.139%,7.244%
6/11/2012,9971.7,52.1,0.525%,27.312%
6/18/2012,9974.5,2.8,0.028%,1.460%
6/25/2012,9981.1,6.6,0.066%,3.441%
7/2/2012,10007.4,26.3,0.263%,13.702%
7/9/2012,10030.4,23,0.230%,11.951%
7/16/2012,10051.2,20.8,0.207%,10.783%
7/23/2012,10047,-4.2,-0.042%,-2.173%
7/30/2012,10065.3,18.3,0.182%,9.471%
8/6/2012,10078.1,12.8,0.127%,6.613%
8/13/2012,10115.2,37.1,0.368%,19.142%
8/20/2012,10112.6,-2.6,-0.026%,-1.337%
8/27/2012,10134.8,22.2,0.220%,11.415%
9/3/2012,10161.9,27.1,0.267%,13.905%
9/10/2012,10180.1,18.2,0.179%,9.313%
9/17/2012,10201.3,21.2,0.208%,10.829%
9/24/2012,10196.7,-4.6,-0.045%,-2.345%
10/1/2012,10245.4,48.7,0.478%,24.835%
10/8/2012,10243.9,-1.5,-0.015%,-0.761%
10/15/2012,10251.3,7.4,0.072%,3.756%
10/22/2012,10243.6,-7.7,-0.075%,-3.906%
10/29/2012,10287.7,44.1,0.431%,22.387%
11/5/2012,10336,48.3,0.469%,24.414%
11/12/2012,10306.6,-29.4,-0.284%,-14.791%
11/19/2012,10297,-9.6,-0.093%,-4.843%
11/26/2012,10321,24,0.233%,12.120%
12/3/2012,10361.2,40.2,0.389%,20.254%
12/10/2012,10393.5,32.3,0.312%,16.210%
12/17/2012,10440.3,46.8,0.450%,23.415%
12/24/2012,10470.8,30.5,0.292%,15.191%
12/31/2012,10514.4,43.6,0.416%,21.653%
1/7/2013,10500.5,-13.9,-0.132%,-6.874%
1/14/2013,10472.7,-27.8,-0.265%,-13.767%
1/21/2013,10454.5,-18.2,-0.174%,-9.037%
1/28/2013,10462.2,7.7,0.074%,3.830%
2/4/2013,10458.9,-3.3,-0.032%,-1.640%
2/11/2013,10472.4,13.5,0.129%,6.712%
2/18/2013,10455.4,-17,-0.162%,-8.441%
2/25/2013,10467.6,12.2,0.117%,6.068%
3/4/2013,10502.1,34.5,0.330%,17.139%
3/11/2013,10512.6,10.5,0.100%,5.199%
3/18/2013,10530.7,18.1,0.172%,8.953%
3/25/2013,10548.2,17.5,0.166%,8.641%
4/1/2013,10597,48.8,0.463%,24.057%
4/8/2013,10564.5,-32.5,-0.307%,-15.948%
4/15/2013,10574.3,9.8,0.093%,4.824%
4/22/2013,10572.2,-2.1,-0.020%,-1.033%
4/29/2013,10583.6,11.4,0.108%,5.607%
5/6/2013,10592.4,8.8,0.083%,4.324%
5/13/2013,10607.6,15.2,0.143%,7.462%
5/20/2013,10604.1,-3.5,-0.033%,-1.716%
5/27/2013,10622,17.9,0.169%,8.778%
6/3/2013,10640.2,18.2,0.171%,8.910%
6/10/2013,10658.9,18.7,0.176%,9.139%
6/17/2013,10659.1,0.2,0.002%,0.098%
6/24/2013,10655.1,-4,-0.038%,-1.951%
7/1/2013,10707.1,52,0.488%,25.378%
7/8/2013,10683.9,-23.2,-0.217%,-11.267%
7/15/2013,10711.6,27.7,0.259%,13.482%
7/22/2013,10736.8,25.2,0.235%,12.233%
7/29/2013,10747,10.2,0.095%,4.940%
8/5/2013,10758.7,11.7,0.109%,5.661%
8/12/2013,10773.7,15,0.139%,7.250%
8/19/2013,10764.1,-9.6,-0.089%,-4.634%
8/26/2013,10796.5,32.4,0.301%,15.652%
9/2/2013,10811.6,15.1,0.140%,7.273%
9/9/2013,10803.9,-7.7,-0.071%,-3.703%
9/16/2013,10805.7,1.8,0.017%,0.866%
9/23/2013,10840.3,34.6,0.320%,16.650%
9/30/2013,10888.3,48,0.443%,23.025%
10/7/2013,10892.8,4.5,0.041%,2.149%
10/14/2013,10930.1,37.3,0.342%,17.806%
10/21/2013,10988.5,58.4,0.534%,27.784%
10/28/2013,10967.8,-20.7,-0.188%,-9.796%
11/4/2013,10950.1,-17.7,-0.161%,-8.392%
11/11/2013,10932.5,-17.6,-0.161%,-8.358%
11/18/2013,10938.4,5.9,0.054%,2.806%
11/25/2013,10966.2,27.8,0.254%,13.216%
12/2/2013,10986.1,19.9,0.181%,9.436%
12/9/2013,11003.5,17.4,0.158%,8.236%
12/16/2013,11006.5,3,0.027%,1.418%
12/23/2013,11028.6,22.1,0.201%,10.441%
12/30/2013,11026.7,-1.9,-0.017%,-0.896%
1/6/2014,11036.2,9.5,0.086%,4.480%
1/13/2014,11034.9,-1.3,-0.012%,-0.613%
1/20/2014,11065.1,30.2,0.274%,14.231%
1/27/2014,11102.2,37.1,0.335%,17.435%
2/3/2014,11100.2,-2,-0.018%,-0.937%
2/10/2014,11135.9,35.7,0.322%,16.724%
2/17/2014,11167.4,31.5,0.283%,14.709%
2/24/2014,11162.9,-4.5,-0.040%,-2.095%
3/3/2014,11150,-12.9,-0.116%,-6.009%
3/10/2014,11168.2,18.2,0.163%,8.488%
3/17/2014,11188.1,19.9,0.178%,9.266%
3/24/2014,11210.6,22.5,0.201%,10.458%
3/31/2014,11211.5,0.9,0.008%,0.417%
4/7/2014,11215.6,4.1,0.037%,1.902%
4/14/2014,11236.9,21.3,0.190%,9.876%
4/21/2014,11239.7,2.8,0.025%,1.296%
4/28/2014,11283,43.3,0.385%,20.033%
5/5/2014,11285.2,2.2,0.019%,1.014%
5/12/2014,11296.9,11.7,0.104%,5.391%
5/19/2014,11298.5,1.6,0.014%,0.736%
5/26/2014,11334.5,36,0.319%,16.569%
6/2/2014,11364.7,30.2,0.266%,13.855%
6/9/2014,11347.7,-17,-0.150%,-7.778%
6/16/2014,11356.6,8.9,0.078%,4.078%
6/23/2014,11372.9,16.3,0.144%,7.464%
6/30/2014,11391.8,18.9,0.166%,8.642%
7/7/2014,11385.2,-6.6,-0.058%,-3.013%
7/14/2014,11417.4,32.2,0.283%,14.707%
7/21/2014,11441.3,23.9,0.209%,10.885%
7/28/2014,11456.8,15.5,0.135%,7.045%
8/4/2014,11458.2,1.4,0.012%,0.635%
8/11/2014,11436.3,-21.9,-0.191%,-9.939%
8/18/2014,11451.3,15,0.131%,6.820%
8/25/2014,11466.3,15,0.131%,6.811%
9/1/2014,11479.1,12.8,0.112%,5.805%
9/8/2014,11469.3,-9.8,-0.085%,-4.439%
9/15/2014,11485.8,16.5,0.144%,7.481%
9/22/2014,11495.7,9.9,0.086%,4.482%
9/29/2014,11513.6,17.9,0.156%,8.097%
10/6/2014,11528.6,15,0.130%,6.775%
10/13/2014,11527,-1.6,-0.014%,-0.722%
10/20/2014,11556,29,0.252%,13.082%
10/27/2014,11590.7,34.7,0.300%,15.614%
11/3/2014,11551.3,-39.4,-0.340%,-17.676%
11/10/2014,11582.1,30.8,0.267%,13.865%
11/17/2014,11583.4,1.3,0.011%,0.584%
11/24/2014,11593.5,10.1,0.087%,4.534%
12/1/2014,11625.2,31.7,0.273%,14.218%
12/8/2014,11642.7,17.5,0.151%,7.828%
12/15/2014,11660.2,17.5,0.150%,7.816%
12/22/2014,11679.7,19.5,0.167%,8.696%
12/29/2014,11692.7,13,0.111%,5.788%
1/5/2015,11677.5,-15.2,-0.130%,-6.760%
1/12/2015,11703.9,26.4,0.226%,11.756%
1/19/2015,11714.3,10.4,0.089%,4.621%
1/26/2015,11756.7,42.4,0.362%,18.821%
2/2/2015,11816.6,59.9,0.509%,26.494%
2/9/2015,11824.9,8.3,0.070%,3.652%
2/16/2015,11846,21.1,0.178%,9.279%
2/23/2015,11875.5,29.5,0.249%,12.950%
3/2/2015,11882.5,7,0.059%,3.065%
3/9/2015,11855.2,-27.3,-0.230%,-11.947%
3/16/2015,11864.2,9,0.076%,3.948%
3/23/2015,11868.2,4,0.034%,1.753%
3/30/2015,11880.3,12.1,0.102%,5.302%
4/6/2015,11909.3,29,0.244%,12.693%
4/13/2015,11918.8,9.5,0.080%,4.148%
4/20/2015,11924.5,5.7,0.048%,2.487%
4/27/2015,11913,-11.5,-0.096%,-5.015%
5/4/2015,11916.2,3.2,0.027%,1.397%
5/11/2015,11930.2,14,0.117%,6.109%
5/18/2015,11942.2,12,0.101%,5.230%
5/25/2015,11967.6,25.4,0.213%,11.060%
6/1/2015,11980.7,13.1,0.109%,5.692%
6/8/2015,11960.4,-20.3,-0.169%,-8.811%
6/15/2015,11971.8,11.4,0.095%,4.956%
6/22/2015,12011.3,39.5,0.330%,17.157%
6/29/2015,12029.2,17.9,0.149%,7.749%
7/6/2015,12048,18.8,0.156%,8.127%
7/13/2015,12039.1,-8.9,-0.074%,-3.841%
7/20/2015,12041.7,2.6,0.022%,1.123%
7/27/2015,12057.8,16.1,0.134%,6.953%
8/3/2015,12046.6,-11.2,-0.093%,-4.830%
8/10/2015,12067.2,20.6,0.171%,8.892%
8/17/2015,12099.5,32.3,0.268%,13.919%
8/24/2015,12117.6,18.1,0.150%,7.779%
8/31/2015,12128,10.4,0.086%,4.463%
9/7/2015,12128.4,0.4,0.003%,0.172%
9/14/2015,12151.6,23.2,0.191%,9.947%
9/21/2015,12174.5,22.9,0.188%,9.800%
9/28/2015,12158.5,-16,-0.131%,-6.834%
10/5/2015,12151.2,-7.3,-0.060%,-3.122%
10/12/2015,12151.9,0.7,0.006%,0.300%
10/19/2015,12157.9,6,0.049%,2.567%
10/26/2015,12217.4,59.5,0.489%,25.448%
11/2/2015,12257.7,40.3,0.330%,17.153%
11/9/2015,12262.1,4.4,0.036%,1.867%
11/16/2015,12273.6,11.5,0.094%,4.877%
11/23/2015,12284.7,11.1,0.090%,4.703%
11/30/2015,12280.8,-3.9,-0.032%,-1.651%
12/7/2015,12292.8,12,0.098%,5.081%
12/14/2015,12307.6,14.8,0.120%,6.261%
12/21/2015,12357.8,50.2,0.408%,21.210%
12/28/2015,12356.1,-1.7,-0.014%,-0.715%
1/4/2016,12342.8,-13.3,-0.108%,-5.597%
1/11/2016,12442.2,99.4,0.805%,41.877%
1/18/2016,12453.7,11.5,0.092%,4.806%
1/25/2016,12492.1,38.4,0.308%,16.034%
2/1/2016,12518,25.9,0.207%,10.781%
2/8/2016,12490,-28,-0.224%,-11.631%
2/15/2016,12534,44,0.352%,18.319%
2/22/2016,12559.2,25.2,0.201%,10.455%
2/29/2016,12556.2,-3,-0.024%,-1.242%
3/7/2016,12561.1,4.9,0.039%,2.029%
3/14/2016,12567,5.9,0.047%,2.442%
3/21/2016,12602.2,35.2,0.280%,14.565%
3/28/2016,12642.1,39.9,0.317%,16.464%
4/4/2016,12642.8,0.7,0.006%,0.288%
4/11/2016,12655.4,12.6,0.100%,5.182%
4/18/2016,12676.9,21.5,0.170%,8.834%
4/25/2016,12716.1,39.2,0.309%,16.080%
5/2/2016,12740.9,24.8,0.195%,10.141%
5/9/2016,12743.9,3,0.024%,1.224%
5/16/2016,12752.6,8.7,0.068%,3.550%
5/23/2016,12772.1,19.5,0.153%,7.951%
5/30/2016,12757,-15.1,-0.118%,-6.148%
6/6/2016,12774.8,17.8,0.140%,7.256%
6/13/2016,12822.7,47.9,0.375%,19.498%
6/20/2016,12839.1,16.4,0.128%,6.651%
6/27/2016,12844.2,5.1,0.040%,2.066%
7/4/2016,12839.9,-4.3,-0.033%,-1.741%
7/11/2016,12852.9,13,0.101%,5.265%
7/18/2016,12877.4,24.5,0.191%,9.912%
7/25/2016,12902.8,25.4,0.197%,10.257%
8/1/2016,12926.8,24,0.186%,9.672%
8/8/2016,12945.6,18.8,0.145%,7.563%
8/15/2016,12957.3,11.7,0.090%,4.700%
8/22/2016,12984.8,27.5,0.212%,11.036%
8/29/2016,12988.6,3.8,0.029%,1.522%
9/5/2016,12998.8,10.2,0.079%,4.084%
9/12/2016,13034.4,35.6,0.274%,14.241%
9/19/2016,13030.5,-3.9,-0.030%,-1.556%
9/26/2016,13044,13.5,0.104%,5.387%
10/3/2016,13041.9,-2.1,-0.016%,-0.837%
10/10/2016,13097.4,55.5,0.426%,22.129%
10/17/2016,13093.8,-3.6,-0.027%,-1.429%
10/24/2016,13103,9.2,0.070%,3.654%
10/31/2016,13128,25,0.191%,9.921%
11/7/2016,13121.4,-6.6,-0.050%,-2.614%
11/14/2016,13162.3,40.9,0.312%,16.209%
11/21/2016,13199.6,37.3,0.283%,14.736%
11/28/2016,13189.5,-10.1,-0.077%,-3.979%
12/5/2016,13189.3,-0.2,-0.002%,-0.079%
12/12/2016,13191.6,2.3,0.017%,0.907%
12/19/2016,13197.9,6.3,0.048%,2.483%
12/26/2016,13203.3,5.4,0.041%,2.128%
1/2/2017,13214.2,10.9,0.083%,4.293%
1/9/2017,13257.3,43.1,0.326%,16.961%
1/16/2017,13274.1,16.8,0.127%,6.590%
1/23/2017,13292.6,18.5,0.139%,7.247%
1/30/2017,13289.6,-3,-0.023%,-1.174%
2/6/2017,13313.8,24.2,0.182%,9.469%
2/13/2017,13324.7,10.9,0.082%,4.257%
2/20/2017,13342.1,17.4,0.131%,6.790%
2/27/2017,13375.6,33.5,0.251%,13.056%
3/6/2017,13371.7,-3.9,-0.029%,-1.516%
3/13/2017,13406.8,35.1,0.262%,13.650%
3/20/2017,13422.9,16.1,0.120%,6.245%
3/27/2017,13431.8,8.9,0.066%,3.448%
4/3/2017,13423.7,-8.1,-0.060%,-3.136%
4/10/2017,13461.7,38,0.283%,14.720%
4/17/2017,13465.9,4.2,0.031%,1.622%
4/24/2017,13492,26.1,0.194%,10.079%
5/1/2017,13516.3,24.3,0.180%,9.366%
5/8/2017,13502.3,-14,-0.104%,-5.386%
5/15/2017,13516.6,14.3,0.106%,5.507%
5/22/2017,13547.2,30.6,0.226%,11.772%
5/29/2017,13553.5,6.3,0.047%,2.418%
6/5/2017,13545.6,-7.9,-0.058%,-3.031%
6/12/2017,13549,3.4,0.025%,1.305%
6/19/2017,13551.2,2.2,0.016%,0.844%
6/26/2017,13581.1,29.9,0.221%,11.474%
7/3/2017,13562.1,-19,-0.140%,-7.275%
7/10/2017,13607.5,45.4,0.335%,17.407%
7/17/2017,13620,12.5,0.092%,4.777%
7/24/2017,13628.5,8.5,0.062%,3.245%
7/31/2017,13640.8,12.3,0.090%,4.693%
8/7/2017,13646.9,6.1,0.045%,2.325%
8/14/2017,13651,4.1,0.030%,1.562%
8/21/2017,13687.3,36.3,0.266%,13.828%
8/28/2017,13702,14.7,0.107%,5.585%
9/4/2017,13692,-10,-0.073%,-3.795%
9/11/2017,13706.8,14.8,0.108%,5.621%
9/18/2017,13708,1.2,0.009%,0.455%
9/25/2017,13725.4,17.4,0.127%,6.601%
10/2/2017,13748.2,22.8,0.166%,8.638%
10/9/2017,13773.7,25.5,0.185%,9.645%
10/16/2017,13762.3,-11.4,-0.083%,-4.304%
10/23/2017,13765.8,3.5,0.025%,1.322%
10/30/2017,13778,12.2,0.089%,4.609%
11/6/2017,13781.4,3.4,0.025%,1.283%
11/13/2017,13787.4,6,0.044%,2.264%
11/20/2017,13785.5,-1.9,-0.014%,-0.717%
11/27/2017,13814.6,29.1,0.211%,10.977%
12/4/2017,13806.2,-8.4,-0.061%,-3.162%
12/11/2017,13841.9,35.7,0.259%,13.446%
12/18/2017,13852.4,10.5,0.076%,3.945%
12/25/2017,13830.2,-22.2,-0.160%,-8.334%
1/1/2018,13834.7,4.5,0.033%,1.692%
1/8/2018,13844.1,9.4,0.068%,3.533%
1/15/2018,13851.2,7.1,0.051%,2.667%
1/22/2018,13864.9,13.7,0.099%,5.143%
1/29/2018,13869.8,4.9,0.035%,1.838%
2/5/2018,13881.5,11.7,0.084%,4.387%
2/12/2018,13875.1,-6.4,-0.046%,-2.397%
2/19/2018,13884.9,9.8,0.071%,3.673%
2/26/2018,13914.4,29.5,0.212%,11.048%
3/5/2018,13935.6,21.2,0.152%,7.923%
3/12/2018,13938.8,3.2,0.023%,1.194%
3/19/2018,13942.4,3.6,0.026%,1.343%
3/26/2018,13970.3,27.9,0.200%,10.406%
